aff_raw,count
Artificial Intelligence and Unmanned Systems Engineering Research Center of Jilin Province,1
"Engineering Research Center of AI and Robotics, Ministry of Education",1
"Institute of Metaverse & Intelligent Medicine, Fudan University",1
"Lassonde School of Engineering, York University, Toronto, Canada",1
"School of Electrical and Information Engineering, Changsha University of Science and Technology",1
"Department of Statistics and Applied Probability, University of California Santa Barbara",1
"Center for Computing Research, Sandia National Laboratories, Center for Computing Research, Albuquerque, NM",1
"Material, Physical and Chemical Sciences Center, Sandia National Laboratories, Albuquerque, NM",1
Commonwealth Scientific and Industrial Research Organization,1
"Shangqiu Normal University, Shangqiu, China",1
"Dept. Mathematics and Computer Science, Univ. Southern Denmark, Campusvej 55, Odense, 5230, Denmark",1
"Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA 15213",1
Los Angeles Pierce College,1
South China University of technology,1
Shanghai Key Laboratory for Contemporary Applied Mathematics,1
"CASMINO Ltd., Suzhou, China",1
"Institute of Computing Technology, University of Chinese Academy of Sciences, Beijing, China",1
"International College, University of the Chinese Academy of Sciences, Beijing, China",1
"Business School of Hunan University, Hunan University, Changsha, China",1
"Department of Computer and Information Science, The State Key Laboratory of Internet of Things for Smart City, University of Macau",1
"Financial Development and Credit Management Research Center, Hunan University, Changsha, China",1
"Renaissance Era Investment Management Co., Ltd, Beijing, China",1
"Institute of Data Science & School of Computing, National University of Singapore",1
"Anhui Provincial Key Laboratory of Security Artificial Intelligence, School of Artificial Intelligence, Anhui University, China",1
"College of Electrical and Information Engineering, Hunan University, Changsha 410082, China",1
"AI for Sustainable Industry, IBM Research Europe - Ireland",1
"Dyson School of Design Engineering, Imperial College London, UK",1
"Department of Bioengineering, Imperial College London, UK",1
"Continental-NTU Corporate Lab, Singapore",1
"Nanjing University, Nanjing",1
"Zhejiang Sci-Tech University, Hangzhou",1
"CFAR and IHPC, A*STAR, Singapore",1
"Department of Applied Mathematics and Statistics, Johns Hopkins University",1
"Audio AI Lab, NCSOFT",1
"Exacity Inc., Shanghai, China",1
Shengshu AI,1
"Institute for Cross-Disciplinary Physics and Complex Systems (IFISC, CSIC-UIB)",1
"State Key Laboratory of General Artificial Intelligence, Peking University, Shenzhen Graduate School, Shenzhen, China",1
"Computing Science and Artificial Intelligence College, Suzhou City University",1
Manchester Metropolitan University,1
"College of Software Engineering, Xi’an Jiaotong University",1
"AILab, Tencent, Shenzhen, China",1
"Beijing Shuzhimei Technology Co., Ltd, Beijing, China",1
"Oxford Digital Health Labs, Nuffield Department of Women’s & Reproductive Health, University of Oxford",1
"Shenzhen Maternity and Child Healthcare Hospital, Southern Medical University",1
"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta, Canada",1
"University of Oulu, Faculty of Educational Sciences and Psychology, Oulu, Finland",1
"University of Helsinki, Department of Computer Science, Helsinki, Finland",1
University of Michigan-Dearborn,1
"University of Science and Technology of China, Beijing, China",1
"School of Computer and Information Technology, University of Beijing Jiaotong, Beijing, China",1
"4Hubei Engineering Research Center on Big Data Security, School of Cyber Science and Engineering, Huazhong University of Science of Technology, Wuhan, China",1
"Huawei Noah’s Ark Lab, Huawei, Paris, France",1
"Department of Computer Science and Software Engineering, Concordia University, Canada",1
Benedictine University,1
"Institute of Global Health Innovation, Imperial College London",1
"Department of Radiotherapy, Charing Cross Hospital",1
"HSBC Lab, Innovation & Ventures, HSBC Holdings, London, United Kingdom",1
"RALI & Mila, Universit ´e de Montr ´eal",1
Nantong Port Group,1
"Department of Bio-Medical Engineering and Edmond J. Safra Center for Bioinformatics, Tel-Aviv University",1
"Machine Learning Department, Mohamed bin Zayed University of Artificial Intelligence, Abu Dhabi, United Arab Emirates",1
"Hubei Key Laboratory of Multimedia and Network Communication Engineering, School of Computer Science, Hubei Luojia Laboratory, Wuhan University, Wuhan, China",1
"Independent Researcher, Moscow, Russia",1
"Independent Researcher, Toronto, Canada",1
"Ningbo Institute, Dalian University of Technology, Ningbo, China",1
Cisco Systems Inc,1
"Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Brazil",1
"Google, Google Building 110, Brandschenkestrasse 110, Zürich, 8002, Switzerland",1
"The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), Guangdong, China",1
"University of Illinois Urbana Champaign, USA",1
"The Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Canada",1
"School of Information and Artiﬁcial Intelligence, Anhui Agricultural University, Hefei, China",1
"3School of Computer Science and Engineering, Central South University, Changsha, China",1
"Graduate School of Information Science and Technology, Hokkaido University, Japan",1
Xi’an Jiao Tong University,1
"The Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University",1
"Department of Mathematics, UNAM",1
"Department of Advanced Imaging (GSAIM) and Graduate School of AI, Chung-Ang University",1
"ImageVision, NAVER Cloud",1
"Temple University, Department of Computer and Information Sciences",1
"West Virginia University, School of Mathematical & Data Sciences",1
"AI Thrust, Hong Kong University of Science and Technology (Guangzhou)",1
"Institure of Computer Science, Polish Academy of Sciences",1
"Department of Financial and Actuarial Mathematics, Xi’an Jiaotong Liverpool University",1
"Machine Learning Group, Lulea University of Technology, Sweden",1
"Computer Science Department, RISE Research Institutes of Sweden",1
"Information Sciences Institute, USC Viterbi School of Engineering",1
"Arizona State University, Phoenix, Arizona, USA",1
"Palo Alto Research Center, part of SRI International",1
"New York University, Department of Computer Science",1
"Department of Computer Science and Engineering, IIT Hyderabad, India",1
"Algorithms & Complexity Theory Group, Regensburg University, Germany",1
Marinus Analytics,1
i3 LLC,1
College of Computer Science and Software Engineering Shenzhen University,1
"The University of Maryland, College Park, MD, USA",1
"Department of Mathematics, Stanford University",1
"Insitute for Computational and Mathematical Engineering (ICME), Stanford University",1
"Drexel University, Philadelphia, Pennsylvania, USA",1
"4Zhejiang – Singapore Innovation and AI Joint Research Lab, Hangzhou",1
"3Gaoling School of Artificial Intelligence, Renmin University of China",1
Nanjing Institute of InforSuperBahn,1
"Key Laboratory of Intelligent Bionic Unmanned Systems, Ministry of Education",1
"Indiana University Bloomington, Bloomington, IN, USA",1
"Microsoft (China) Co., Ltd, China",1
"DeMaCS, Universit `a della Calabria, Italy",1
"College of Computer and Information, Hohai University, China",1
"School of Cyber Science and Engineering, Huazhong University of Science of Technology, China",1
"WAYTOUS Ltd., China",1
"Department of Applied AI and Robotics, Aston University, UK",1
"Zhongshan PoolNet Technology Co., Ltd",1
"MILA, Universit ´e de Montr ´eal",1
"Department of Bigdata, Chungbuk National University",1
"Research Center of Information Technology Innovation, Academia Sinica",1
"Department of Chemistry, Stanford University",1
"Bowdoin College, Brunswick, Maine, USA",1
"School of Internet, Anhui University, Hefei 230039, China",1
"School of Electronic and Computer Engineering, Peking University Shenzhen Graduate School, Shenzhen 518055, China",1
"DAUIN, Politecnico di Torino, Italy",1
"University of Rostock, Rostock, Germany",1
"School of Future Technology, Harbin Institute of Technology",1
"Department of Mathematics, Harbin Institute of Technology, Weihai, China",1
"6MOE Frontier Science Center for Brain Science and Brain-Machine Integration, Zhejiang University",1
"5College of Computer Science and Technology, Zhejiang University of Technology",1
"4Department of Statistics & Data Science, National University of Singapore",1
"3Group Data, The Great Eastern Life Assurance Company Limited",1
"Department of Computer Science, Stevens Institute of Technology, Hoboken, New Jersey",1
"Department of Computer Science, Princeton University, Princeton, New Jersey",1
"Department of Psychology, Princeton University, Princeton, New Jersey",1
"Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey",1
"6School of Information Engineering, Guangdong University of Technology, Guangzhou, China",1
"5School of Computing, Engineering and Mathematical Sciences, La Trobe University",1
"Consumer Finance Technology Department, Ant Group",1
"Samsung Research, Cambridge",1
"School of Computing, University of Nebraska-Lincoln, USA",1
National Engineering Labratory for Big Data Analytics and Applications,1
Shenzhen Institute of Technology,1
"IRIT, Toulouse, France",1
"Department of Computer Science, Emory University, Georgia, USA",1
"IWR, Heidelberg University, Germany",1
"Music and Audio Research Laboratory, New York University",1
"Vrije Universiteit Brussels, Belgium",1
"Siemens, Austria",1
"MEMOTEF Department, Sapienza University of Rome",1
Audacious Software,1
"Department of Statistics, University of Toronto",1
"Department of Computer Science, Jinan University, China",1
"Beijing-Dublin International College, Beijing University of Technology, Beijing, China",1
"Future Network of Intelligence Institute, School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China",1
Individual Researcher,1
"Equal, Paris",1
Laboratoire signaux et syst `emes,1
"INRIA, CEA, Paris",1
"Hong Kong Institute for Data Science, City University of Hong Kong, Hong Kong SAR",1
"Shenzhen Research Institute, City University of Hong Kong, Shenzhen, China",1
"Center for Post-doctoral Studies of Computer Science, Northeastern University, Shenyang, China",1
"School of Management Science and Engineering, Key Laboratory of Big Data Management Optimization and Decision of Liaoning Province, Dongbei University of Finance and Economics, Dalian, China",1
"Kim Jaechul Graduate School of AI & School of Electrical Engineering, KAIST, South Korea",1
Institute for Intelligent Computing,1
"Research Center for Brain-Computer Interface, Pazhou Laboratory, Guangzhou",1
"College of Photonic and Electronic Engineering, Fujian Normal University, Fuzhou",1
"Department of Mathematics, Indiana University",1
Jiangxi Agricultural University,1
"Computer School, Beijing Information Science and Technology University, China",1
"Science and Technology on Complex System Control and Intelligent Agent Cooperation Laboratory, Beijing Electro-Mechanical Engineering Institute, China",1
"School of Biomedical Engineering & Suzhou Institute for Advanced Research, University of Science and Technology of China, Suzhou, China",1
"Engineering Laboratory for Intelligent Industrial Vision, Institute of Automation, Chinese Academy of Sciences",1
"Cisco Research, USA",1
"CCAI, Zhejiang University, China",1
"Research Center of Artifcial Intelligence, Peng Cheng Laboratory",1
"General Robotics, Automation, Sensing and Perception (GRASP) Laboratory, University of Pennsylvania",1
"Kuaishou Technology Inc., Beijing, China",1
"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University*",1
INTSIG-SCUT Joint Lab of Document Image Analysis and Recognition,1
"Roche Pharma Research and Early Development, Neuroscience and Rare Diseases, Roche Innovation Center Basel, F. Hoffmann La Roche Ltd., Basel, Switzerland",1
"Department of Philosophy, University of Oxford",1
"Computer Science Department, University of Virginia",1
"School of Electronics and Information Engineering, Tongji University, China",1
Protagolabs Inc.,1
"Department of Electrical and Computer Engineering, The University of Arizona, Tucson, AZ, 85721, USA",1
"School of Computer Science, Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, Shanghai",1
"School of Mechatronic Engineering and Automation, Foshan University, Foshan 528000, China",1
"Department of Management Science and Engineering, Stanford University",1
"School of Mathematical Sciences, Fudan University",1
"School of Integrated Circuits, Peking University, Beijing China",1
MLAB Biosciences Inc,1
"Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Shandong Computer Science Center (National Supercomputer Center in Jinan), Jinan, China",1
"College of Mathematics and Informatics, South China Agricultural University, Guangzhou 510642, China",1
"Institute of Quantum Computing and Computer Theory, School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou 510006, China",1
"Peng Cheng Laboratory, Shenzhen, 518055 China",1
"School of Electronic and Information Engineering, Foshan University, Foshan 528000, China",1
"Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, V A, 23529, USA",1
"OPTIMA Australian Research Council ITTC, Melbourne, Australia",1
"Robotics Institute, Carnegie Mellon University, Pittsburgh, USA",1
"School of Computer and Communication Engineering, Changsha University of Science and Technology, China",1
Department of Biomedical Informatics,1
"Department of Computer Science & School of Data Science and Society, UNC-Chapel Hill",1
"School of History, Anthropology, Philosophy and Politics, Queen’s University Belfast",1
"Children’s Hospital of Fudan University, National Children’s Medical Center, Shanghai, China",1
"Academy for Engineering and Technology, Fudan University, Shanghai",1
"School of Artificial Intelligence, Nanjing University of Information Science & Technology, Nanjing, China",1
"Shanghai Institute for Advanced Study, Zhejiang University, Shanghai, China",1
"Department of Statistics, University of British Columbia, Vancouver, BC, Canada",1
"Shandong Provincial Laboratory of Future Intelligence and Financial Engineering, Yantai 264005, China",1
"Nanjing University of Finance & Economics, Nanjing, China",1
"Center for Computational Astrophysics, Flatiron Institute, New York, NY 10010, USA",1
"AIM, CEA, CNRS, Universite Paris-Saclay, Universite Paris Cite, 91191 Gif-sur-Yvette, France",1
"AISpeech Ltd, Beijing, China",1
"Department of Computer Science and Technology, Donghua University",1
"University of Liechtenstein, Vaduz, Liechtenstein",1
"Peter Gr ¨unberg Institute, Forschungszentrum J ¨ulich, Germany",1
"Electrical Engineering and Information Technology RWTH Aachen, Germany",1
"Jointown Healthcare Technology Group, Wuhan, China",1
"Fudan University, School of Computer Science and Technology, Shanghai, China",1
"NTT Communication Science Laboratories, Kyoto, Japan",1
"Center for Data Science, Waseda University, Tokyo, Japan",1
"School of Statistics, Academy of Statistics and Interdisciplinary Sciences, and KLATASDS-MOE, East China Normal University",1
"School of Mathematics and Statistics, Jiangsu Normal University",1
"Department of Computer Science and Engineering, Ohio State University, USA",1
"Department of Computer Science, Hangzhou City University, China",1
Changsha Intelligent Driving Institute,1
"Shenzhen Shenzhi Weilai Co., Ltd.",1
"School of Artificial Intelligence and Big Data, Chongqing College of Finance and Economics, Chongqing 402160, China",1
"Department of Radiology, Guangdong Provincial People’s Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou 510080, China",1
"School of Intelligence Science and Technology, Nanjing University, Suzhou",1
"Technology Innovation Center for South China Sea Remote Sensing, Surveying and Mapping Collaborative Application, Ministry of Natural Resources",1
"Institute of Artificial Intelligence,Xiamen University,Xiamen,China",1
"Research Institute of Nuclear Power Operation, China",1
University of Washington Tacoma,1
"Innovation Point - dst group, Braga, Portugal",1
"Faculty of Engineering, University of Porto, Porto, Portugal",1
"ScaDS.AI Dresden/Leipzig, Germany",1
"Artificial Intelligence Institute of Shanghai University, Shanghai University, Shanghai, China",1
"School of Automation, Southeast University, Nanjing, Jiangsu, China",1
"Kash Institute of Electronics and Information Industry, Kash, P.R.China",1
"College of AI, Tsinghua University",1
"Department of Energy and Power Engineering, Tsinghua University",1
"Faculty of Business Data Science, Kansai University, Japan",1
"Hunan Institute of Advanced Technology, Changsha, China",1
"Laboratory for Innovation Science at Harvard (LISH), Cambridge, MA, USA",1
"University of Washington, Paul G. Allen School of Computer Science & Engineering, Seattle, WA, USA",1
"University of Washington, Michael G. Foster School of Business, Seattle, WA, USA",1
"IBM Research - Israel, Haifa, Israel",1
"South China Sea Development Research Institute, Ministry of Natural Resources",1
"Engineering Research Center of Intelligent Finance, Ministry of Education, Chengdu, P.R.China",1
"Zhongguancun Laboratories, China",1
"RIKEN AIP , Tokyo103-0027, Japan",1
"School of Computer Science, Xiangtan University",1
Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation,1
"School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, 518055, China",1
"Combinatorial Optimization group of G-SCOP, Grenoble-INP",1
"Machine Intelligence Unit, Indian Statistical Institute Kolkata",1
"Beijing normal university, Zhuhai, China",1
"Guangan institute of technology, Guangan, China",1
"5Key Laboratory of Brain Cognition and Brain-inspired Intelligence Technology, CAS",1
"School of Computer Science & Tech, Huazhong University of Science and Technology",1
Odisha University of Technology and Research,1
"Data Science Department, Leibniz Institute of Agricultural Engineering and Bioeconomy e.V. (ATB)",1
"UMI Lab, Leibniz Institute of Agricultural Engineering and Bioeconomy e.V. (ATB)",1
Universidade da Coruña. CITIC,1
"Quebec Artificial Intelligence Institute (Mila), McGill University",1
"Dept. Electrical and Computer Engineering & Ingenuity Labs Research Institute, Queen’s University",1
"Delft Center for Systems and Control, Delft University of Technology, The Netherlands",1
"College of Control Science and Engineering, China University of Petroleum (East China), Qingdao, China",1
"Finnish Center for Artifcial Intelligence, Finland",1
Aeon Biomarkers LLC,1
State Grid Fujian Electric Power Co.,1
"Indraprastha Institute of Information Technology (IIIT), Delhi, India",1
"EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Ales, France",1
"LaBRI, Université de Bordeaux, France",1
"Institute of Plateau Meteorology, China Meteorological Administration, Chengdu, China",1
"Intelligent Modelling & Analysis Group, School of Computer Science, University of Nottingham, Nottingham, UK",1
"Contemporary Amperex Technology Co., Limited (CATL), Fujian, China",1
"Drexel University, USA",1
"School of Computing and Artificial Intelligence, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",1
"North China University of Science and Technology, Tangshan, Hebei, China",1
"Service de Medecine Nucleaire, Centre Hospitalier Universitaire de Nimes, Universite de Montpellier, Nimes, France",1
"School of Computing and Data Science, The University of Hong Kong, Hong Kong SAR, China",1
"Co-Founder and Chief Scientist, GrayMatter Robotics",1
"School of Artificial Intelligence and Data Science, University of Science and Technology of China, Hefei, Anhui, China",1
"Key Laboratory of Oracle Bone Inscriptions Information Processing, Ministry of Education of China, Anyang Normal University, China",1
"Department of Information Technologies, University of Limassol, Cyprus",1
"Chinese Academy of Sciences Institute of Automation, CASIA",1
"Division of Computer Science and Engineering, Louisiana State University",1
"Department of Electrical and Computer Engineering, University of Louisiana at Lafayette",1
"Medical & Imaging Informatics (MII) Group, University of California, Los Angeles (UCLA), CA, USA",1
"Institute of Biomedical Engineering and Instrumentation, Hangzhou Dianzi University, Hangzhou, China",1
"Consumer Business Group, Huawei",1
"Chongqing Key Laboratory of Image Cognition, Chongqing University of Posts and Telecommunications",1
"DataCanvas Lab, DataCanvas, Beijing, China",1
"UCL Centre for Artiﬁcial Intelligence, Department of Computer Science, UK",1
"Smith International Professor, Viterbi School of Engineering, University of Southern California",1
"The Arts and Technology Education Centre, Fudan University",1
Guangdong Provincial Key Laboratory of IRADS,1
"Artificial Intelligence and Future Networks IAIFN, Beijing Normal University at Zhuhai",1
"School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA",1
"The University of Texas at San Antonio, USA",1
"University of California, Los Angles",1
"School of Data Science, Lingnan University, Hong Kong, China",1
"School of Arts and Science, University of Virginia",1
"Artificial Intelligence Research Institute, Shenzhen MSU-BIT University, Shenzhen, China",1
"Faculty of Computer Science, University of Vienna, Austria",1
"School of Computer Science, The Academic College of Tel Aviv-Yaffo, Israel",1
"Department of Information Engineering, Computer Science and Mathematics, University of L’Aquila, Italy",1
"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, 211106, China",1
"School of Artificial Intelligence, Shandong University",1
"Department of EECS, Gwangju Institute of Science and Technology, Gwangju, Korea",1
SynSense AG Corporation,1
"Laboratory for Artificial Intelligence and International Communication, Hunan Normal University",1
"School of Innovation and Entrepreneurship, Dalian University of Technology, Dalian, China",1
"Guangdong Medical University, Zhanjiang, China",1
"Mila-Québec AI Institute, McGill University",1
"Institute for Advancing Intelligence, TCG Crest",1
Beijing Institute of Technology Chongqing Innovation Center,1
Canada Excellence Research Chair in Data-Science for Real-time Decision-Making (CERC),1
"University of Illinois Urbana Champaign Institute, Zhejiang University",1
ShenZhen Research Institute of Northwestern Polytechnical University,1
Northwestern Polytechnical University Xi’an,1
Harokopio University of Athens,1
"Hubei Key Laboratory of Smart Internet Technology, Huazhong University of Science & Technology",1
"Beijing Racobit Electronic Information Technology Co., Ltd.",1
"School of Cyberspace Security, Hainan University, Haikou, China",1
Jasper Research†,1
"Department of Computational Applied Math and Operations Research, Rice University",1
"Dipartimento di Scienze Matematiche, Informatiche e Fisiche, University of Udine, Udine, Italy",1
"Key Laboratory of Complex Systems Modeling and Simulation, Hangzhou Dianzi University, Hangzhou, China",1
"School of Intelligence Science and Engineering, Harbin Institute of Technology (Shenzhen), China",1
"Institute for Network Sciences and Cyberspace, Tsinghua University",1
Taylor Geospatial Institute,1
"Department of Mathematics and Department of Statistics, University of Michigan",1
"´Ecole Polytechnique, CNRS, Institut Polytechnique de Paris",1
"PCALab, Nanjing University",1
*Corresponding author,1
"Department of Computer and Information Science, University of Macau, Macau SAR, China",1
"School of Aerospace Engineering, Xiamen University",1
"School of Design and Fashion, Zhejiang University of Science and Technology",1
"Shanghai Key Laboratory for Music Acoustics, Shanghai Conservatory of Music",1
"Chongqing University of Telecommunications and Posts, Chongqing, China",1
"State Key Laboratory of Internet of Things for Smart City, Department of Computer and Information Science, Faculty of Science and Technology, University of Macau, Macau 999078, China",1
"School of Automation Science and Engineering, South China University of Technology",1
"MDA Space Ltd., Richmond, BC, Canada",1
"Computer Vision Research Lab, University of Notre Dame",1
"The University of HongKong, Hong Kong, China",1
"Huawei Technologies Riemann Lab, Wuhan, Hubei, China",1
"School of Electrical and Computer Engineering, University of Massachusetts Amherst",1
"College of Software, Xinjiang University",1
"School of Information Science and Engineering, Fudan University",1
"School of Artificial Intelligence and Data Science, Indian Institute of Technology Jodhpur, India",1
"Department of Computer Science and Engineering, Indian Institute of Technology (Indian School of Mines) Dhanbad, India",1
"Zhuoyue Honors College, Hangzhou Dianzi University, China",1
"School of Software, Jiangxi Agricultural University, Nanchang, China",1
"School of Journalism and Information Communication, Huazhong University of Science and Technology",1
zyufl.edu.cn,1
"Guangdong Neusoft University, Foshan, China",1
"National Security Agency (NSA), USA",1
Northwest Institute of Nuclear Technology,1
"Department of Industrial & Operations Engineering, University of Michigan",1
"School of Statistics, Renmin University of China, China",1
"Universit`a degli Studi di Padova, Italy",1
"Universitetet i Oslo, Norway",1
"Faculty of Education, Beijing Normal University, Beijing, China",1
"National Engineering Research Center of Educational Big Data and the Faculty of Artificial Intelligence in Education, Central China Normal University",1
"School of Interactive Arts and Technology, Simon Fraser University",1
"Air Force Research Laboratory (AFRL), USA",1
"Institute for AI in Medicine, UK Essen and Ruhr University Bochum, Monash University",1
"Naval Research Laboratory (NRL), USA",1
Northwestern University Department of Computer Science,1
"School of Life and Environmental Sciences, University of Sydney",1
"Vrije Universiteit Brussel, Dept. of Computer Science, Pleinlaan 9, 1050 Brussels, Belgium",1
"UCLouvain, ICTEAM, Place Sainte Barbe 2, 1348 Louvain-la-Neuve, Belgium",1
"Leuven.AI, Celestijnenlaan 200A, 3000 Leuven, Belgium",1
Nio Inc.,1
"Institute of Geriatrics&National Clinical Research Center of Geriatrics Disease, Chinese PLA General Hospital, Beijing, China",1
"Jinhua University of Vocational Technology, Jinhua, China",1
"Jiangxi University of Finance and Economics, Nanchang, China",1
"Haide College, Ocean University of China",1
"School of Computing and Mathematic Sciences, University of Leicester",1
"Swinburne University of Technology, Hawthorn, VIC 3122, Australia",1
"School of Software Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China",1
"School of Microelectronics and Communication Engineering, Chongqing University, Chongqing, 400044, China",1
"School of Cyberspace Security, Beijing University Of Posts And Telecommunications, China",1
"Department of Computer Science, Hefei University of Technology, Hefei 230009, China",1
"Department of Computer Science, Harbin Institute of Technology (Shenzhen), Shenzhen, China",1
"Department of Electronic and Computer Engineering, University of Pretoria, South Africa",1
"School of Data Science, Lingnan University",1
"Centre for Learning, Teaching, and Technology, The Education University of Hong Kong",1
"Coventry University, Coventry, U.K.",1
"Clemson University, South Carolina, U.S.A.",1
"University of Manitoba, Manitoba, Canada",1
"Division of Artificial Intelligence, School of Data Science, Lingnan University, HKSAR China",1
"The Department of Camera Innovation Group, Samsung Electronics",1
"The College of Computer Science and Technology, Zhejiang University, Hangzhou, China",1
Guangdong Lab of AI and Digital Economy (SZ),1
"Department of Computer Engineering, Qingdao City University",1
"Department of Computer Science and Engineering, Southeast University",1
"Department of Computer and Data Science and Department of Biomedical Engineering, Case Western Reserve University, USA",1
"Department of Radiology, Guangdong Provincial People’s Hospital (Guangdong Academy of Medical Sciences), Southern Medical University",1
"Department of Business and Economics, Berlin School of Economics and Law, Germany",1
"Intelligent NPC Team, Game AI Center, Tencent Inc",1
"Dept. of Combinatorics & Optimization, University of Waterloo, Waterloo, ON N2L 3G1, CANADA",1
"School of ORIE, Cornell University, Ithaca, NY 14853, USA",1
"Warrington College of Business, University of Florida, Gainesville, FL 32611",1
"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, TX 75082",1
"ISP RAS Research Center for Trusted Artiﬁcial Intelligence, Moscow, Russia",1
"University of Missouri, Columbia, MO, USA",1
"Department of Public Health, University of Copenhagen, Denmark",1
"Department of Computer Science, Boston University, Boston, USA",1
"Department of Public and Ecosystem Health, Cornell University",1
"Department of Biostatistics, School of Global Public Health, New York University, New York, USA",1
"Department of Computer Science, Colby College, Waterville, Maine, 04901",1
Zhejiang University-University of Illinois Urbana-Champaign Institute,1
"Big Data Institute, University of Oxford, UK",1
"Department of Mathematics, NOV A FCT, Portugal",1
"UniSA STEM, University of South Australia, Mawson Lakes, Adelaide, Australia",1
"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, Jiangsu, 221116, China",1
CMT US Holdings LLC,1
MacEwan University,1
"Natural Capital Project, Stanford University",1
"Kuang Yaming Honors School, Nanjing University",1
California State Polytechnic University,1
"Yau Mathematical Sciences Center, Tsinghua University, China",1
"Boya Triz (Tianjin) Technology Co., Ltd., Tianjin, China",1
"Department of Biomedical Engineering, Hankuk University of Foreign Studies",1
"College of Applied Mathematics, Shanxi University of Finance and Economics, Taiyuan, China",1
Nagoya City University,1
"INESC-ID, IST, Universidade de Lisboa, Portugal",1
"CIIRC, Czech Technical University in Prague, Czechia",1
"Department of Operational Research and Planning, Naval University of Engineering, Wuhan, Hubei, China",1
"Beijing Normal University, Zhuhai",1
HodooAI Labs,1
"Laboratory for Mathematical Economics and Quantitative Finance, Peking University",1
"National Engineering Laboratory for Big Data Analysis and Applications, Peking University",1
"National Biomarker Centre, CRUK-MI",1
"Medical School, Nanjing University, China",1
"School of Information, Rochester Institute of Technology",1
"School of Life Sciences and Technology, Tongji University, China",1
"School of Computer and Artificial Intelligence, Beijing Technology and Business University, Beijing 100048, China",1
"D’Amore-McKim School of Business, Northeastern University",1
"School of Software Technology, Dalian University of Technology, Liaoning, 116622, China",1
"UCL Cancer Institute, University College London",1
Tesla AI,1
China Mobile(Zhejiang) Research &Innovation Institute,1
"School of Information Science and Technology, Hangzhou Normal University, Hangzhou, 311121, China",1
"Booz Allen Hamilton, NY, USA",1
"University of South Carolina, SC, USA",1
"Corporate Technology, Siemens AG Romania",1
"New Dexterity Lab, Auckland, New Zealand",1
State Grid Sichuan Electric Power Research Institute,1
"College of Architecture and Environment, Sichuan University",1
"Department of Computing and Decision Sciences, Lingnan University",1
Wuhan JinYinHu Laboratory,1
"School of Mathematics, Southwest Jiaotong University",1
"Department of Information, The First Affiliated Hospital, Jiangxi Medical College, Nanchang University",1
"School of Integrated Circuits and Electronics, Beijing Institute of Technology, Beijing 100081, China",1
Univeristy of Copenhagen,1
"Sichuan University, Chengdu, 610065, Sichuan, China",1
"CompVis @ LMU Munich and MCML, Germany",1
"University of Minnesota Twin Cities, Saint Paul, MN, USA",1
"Institute of Cyber Science and Technology, Shanghai Jiao Tong University, Shanghai, China",1
"Guangzhou 510080, China",1
"Department of Computer and Information Science, University of Macao, Macao SAR",1
"Innovation Research &Development, BoardWare Information System Limited",1
Leibniz-Institut f ¨ur Analytische Wissenschaften – ISAS – e.V,1
"School of Science, Harbin Institute of Technology (Shenzhen)",1
"School of Computing and Information Technology, Great Bay University, Dongguan, China",1
"Huawei Hisilicon, Shanghai, China",1
"College of Mathematics, Sichuan University, Chengdu, China",1
"HIAS, University of Chinese Academy of Sciences, Hangzhou, China",1
Institute for Computational and Data Sciences,1
Artificial Intelligence Research Laboratory,1
China Unicom Network Communications Corporation Limited,1
"University of Minnesota, Minnesota, America",1
7Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,1
"6The State Key Laboratory of Blockchain and Data Security, Zhejiang University",1
"5Public Computer Education and Research Center, Jilin University",1
"1Public Computer Education and Research Center, Jilin University",1
"4Institute for Infocomm Research (I2R), A*STAR",1
"3College of Computer Science and Technology, Zhejiang Gongshang University",1
"School of Mechanical, Electrical & Information Engineering, Shandong University, Weihai, China",1
Columbia University’s School of Social Work,1
University of Maryland School of Social Work,1
"Inspur, China",1
